id,label
TXT0505,Sasaran Penerima
TXT0506,Politik
TXT0507,Distribusi
TXT0508,Distribusi
TXT0509,Kualitas Pangan
TXT0510,Anggaran
TXT0511,Anggaran
TXT0512,Anggaran
TXT0513,Lainnya
TXT0514,Kualitas Pangan
TXT0515,Kualitas Pangan
TXT0516,Anggaran
TXT0517,Kualitas Pangan
TXT0518,Distribusi
TXT0519,Lainnya
TXT0520,Kualitas Pangan
TXT0521,Kualitas Pangan
TXT0522,Lainnya
TXT0523,Kualitas Pangan
TXT0524,Anggaran
TXT0525,Politik
TXT0526,Anggaran
TXT0527,Politik
TXT0528,Ekonomi
TXT0529,Lainnya
TXT0530,Kualitas Pangan
TXT0531,Anggaran
TXT0532,Lainnya
TXT0533,Distribusi
TXT0534,Politik
TXT0535,Tata Kelola
TXT0536,Politik
TXT0537,Kualitas Pangan
TXT0538,Politik
TXT0539,Kualitas Pangan
TXT0540,Anggaran
TXT0541,Lainnya
TXT0542,Tata Kelola
TXT0543,Tata Kelola
TXT0544,Distribusi
TXT0545,Kualitas Pangan
TXT0546,Lainnya
TXT0547,Lainnya
TXT0548,Anggaran
TXT0549,Lainnya
TXT0550,Ekonomi
TXT0551,Distribusi
TXT0552,Kualitas Pangan
TXT0553,Lainnya
TXT0554,Anggaran
TXT0555,Tata Kelola
TXT0556,Distribusi
TXT0557,Distribusi
TXT0558,Kualitas Pangan
TXT0559,Anggaran
TXT0560,Distribusi
TXT0561,Distribusi
TXT0562,Ekonomi
TXT0563,Distribusi
TXT0564,Sasaran Penerima
TXT0565,Distribusi
TXT0566,Lainnya
TXT0567,Kualitas Pangan
TXT0568,Politik
TXT0569,Anggaran
TXT0570,Anggaran
TXT0571,Tata Kelola
TXT0572,Sasaran Penerima
TXT0573,Politik
TXT0574,Politik
TXT0575,Anggaran
TXT0576,Anggaran
TXT0577,Kualitas Pangan
TXT0578,Politik
TXT0579,Kualitas Pangan
TXT0580,Kualitas Pangan
TXT0581,Lainnya
TXT0582,Anggaran
TXT0583,Lainnya
TXT0584,Distribusi
TXT0585,Distribusi
TXT0586,Lainnya
TXT0587,Distribusi
TXT0588,Politik
TXT0589,Anggaran
TXT0590,Tata Kelola
TXT0591,Politik
TXT0592,Anggaran
TXT0593,Kualitas Pangan
TXT0594,Kualitas Pangan
TXT0595,Distribusi
TXT0596,Anggaran
TXT0597,Sasaran Penerima
TXT0598,Kualitas Pangan
TXT0599,Lainnya
TXT0600,Anggaran
TXT0601,Tata Kelola
TXT0602,Tata Kelola
TXT0603,Kualitas Pangan
TXT0604,Kualitas Pangan
TXT0605,Anggaran
TXT0606,Sasaran Penerima
TXT0607,Anggaran
TXT0608,Lainnya
TXT0609,Lainnya
TXT0610,Distribusi
TXT0611,Politik
TXT0612,Anggaran
TXT0613,Kualitas Pangan
TXT0614,Distribusi
TXT0615,Politik
TXT0616,Anggaran
TXT0617,Anggaran
TXT0618,Sasaran Penerima
TXT0619,Politik
TXT0620,Kualitas Pangan
TXT0621,Anggaran
TXT0622,Politik
TXT0623,Kualitas Pangan
TXT0624,Anggaran
TXT0625,Tata Kelola
TXT0626,Politik
TXT0627,Ekonomi
TXT0628,Sasaran Penerima
TXT0629,Tata Kelola
TXT0630,Kualitas Pangan
TXT0631,Politik
TXT0632,Lainnya
TXT0633,Anggaran
TXT0634,Lainnya
TXT0635,Kualitas Pangan
TXT0636,Anggaran
TXT0637,Sasaran Penerima
TXT0638,Ekonomi
TXT0639,Kualitas Pangan
TXT0640,Kualitas Pangan
TXT0641,Kualitas Pangan
TXT0642,Kualitas Pangan
TXT0643,Sasaran Penerima
TXT0644,Kualitas Pangan
TXT0645,Anggaran
TXT0646,Sasaran Penerima
TXT0647,Tata Kelola
TXT0648,Distribusi
TXT0649,Distribusi
TXT0650,Politik
TXT0651,Sasaran Penerima
TXT0652,Anggaran
TXT0653,Lainnya
TXT0654,Tata Kelola
TXT0655,Anggaran
TXT0656,Kualitas Pangan
TXT0657,Kualitas Pangan
TXT0658,Anggaran
TXT0659,Ekonomi
TXT0660,Kualitas Pangan
TXT0661,Tata Kelola
TXT0662,Tata Kelola
TXT0663,Tata Kelola
TXT0664,Lainnya
TXT0665,Kualitas Pangan
TXT0666,Distribusi
TXT0667,Politik
TXT0668,Kualitas Pangan
TXT0669,Kualitas Pangan
TXT0670,Anggaran
TXT0671,Distribusi
TXT0672,Kualitas Pangan
TXT0673,Sasaran Penerima
TXT0674,Tata Kelola
TXT0675,Distribusi
TXT0676,Lainnya
TXT0677,Kualitas Pangan
TXT0678,Politik
TXT0679,Distribusi
TXT0680,Anggaran
TXT0681,Kualitas Pangan
TXT0682,Politik
TXT0683,Lainnya
TXT0684,Kualitas Pangan
TXT0685,Lainnya
TXT0686,Sasaran Penerima
TXT0687,Kualitas Pangan
TXT0688,Lainnya
TXT0689,Sasaran Penerima
TXT0690,Tata Kelola
TXT0691,Tata Kelola
TXT0692,Kualitas Pangan
TXT0693,Anggaran
TXT0694,Kualitas Pangan
TXT0695,Anggaran
TXT0696,Anggaran
TXT0697,Tata Kelola
TXT0698,Kualitas Pangan
TXT0699,Lainnya
TXT0700,Anggaran
TXT0701,Lainnya
TXT0702,Kualitas Pangan
TXT0703,Anggaran
TXT0704,Anggaran
TXT0705,Sasaran Penerima
TXT0706,Kualitas Pangan
TXT0707,Ekonomi
TXT0708,Kualitas Pangan
TXT0709,Kualitas Pangan
TXT0710,Sasaran Penerima
TXT0711,Lainnya
TXT0712,Kualitas Pangan
TXT0713,Tata Kelola
TXT0714,Distribusi
TXT0715,Tata Kelola
TXT0716,Anggaran
TXT0717,Politik
TXT0718,Politik
TXT0719,Anggaran
TXT0720,Kualitas Pangan
TXT0721,Lainnya
TXT0722,Lainnya
TXT0723,Anggaran
TXT0724,Sasaran Penerima
TXT0725,Kualitas Pangan
TXT0726,Tata Kelola
TXT0727,Sasaran Penerima
TXT0728,Tata Kelola
TXT0729,Tata Kelola
TXT0730,Distribusi
TXT0731,Sasaran Penerima
TXT0732,Distribusi
TXT0733,Distribusi
TXT0734,Tata Kelola
TXT0735,Tata Kelola
TXT0736,Kualitas Pangan
TXT0737,Kualitas Pangan
TXT0738,Ekonomi
TXT0739,Anggaran
TXT0740,Tata Kelola
TXT0741,Sasaran Penerima
TXT0742,Anggaran
TXT0743,Anggaran
TXT0744,Anggaran
TXT0745,Anggaran
TXT0746,Kualitas Pangan
TXT0747,Politik
TXT0748,Distribusi
TXT0749,Anggaran
TXT0750,Tata Kelola
TXT0751,Tata Kelola
TXT0752,Politik
TXT0753,Tata Kelola
TXT0754,Anggaran
TXT0755,Kualitas Pangan
TXT0756,Kualitas Pangan
TXT0757,Politik
TXT0758,Kualitas Pangan
TXT0759,Distribusi
TXT0760,Kualitas Pangan
TXT0761,Distribusi
TXT0762,Sasaran Penerima
TXT0763,Distribusi
TXT0764,Tata Kelola
TXT0765,Politik
TXT0766,Politik
TXT0767,Politik
TXT0768,Distribusi
TXT0769,Ekonomi
TXT0770,Anggaran
TXT0771,Kualitas Pangan
TXT0772,Anggaran
TXT0773,Kualitas Pangan
TXT0774,Tata Kelola
TXT0775,Kualitas Pangan
TXT0776,Distribusi
TXT0777,Kualitas Pangan
TXT0778,Kualitas Pangan
TXT0779,Sasaran Penerima
TXT0780,Lainnya
TXT0781,Politik
TXT0782,Lainnya
TXT0783,Distribusi
TXT0784,Lainnya
TXT0785,Anggaran
TXT0786,Kualitas Pangan
TXT0787,Politik
TXT0788,Distribusi
TXT0789,Anggaran
TXT0790,Distribusi
TXT0791,Kualitas Pangan
TXT0792,Tata Kelola
TXT0793,Kualitas Pangan
TXT0794,Kualitas Pangan
TXT0795,Anggaran
TXT0796,Distribusi
TXT0797,Lainnya
TXT0798,Politik
TXT0799,Sasaran Penerima
TXT0800,Anggaran
TXT0801,Lainnya
TXT0802,Politik
TXT0803,Distribusi
TXT0804,Sasaran Penerima
TXT0805,Kualitas Pangan
TXT0806,Tata Kelola
TXT0807,Distribusi
TXT0808,Kualitas Pangan
TXT0809,Lainnya
TXT0810,Sasaran Penerima
TXT0811,Lainnya
TXT0812,Tata Kelola
TXT0813,Anggaran
TXT0814,Politik
TXT0815,Kualitas Pangan
TXT0816,Kualitas Pangan
TXT0817,Kualitas Pangan
TXT0818,Kualitas Pangan
TXT0819,Sasaran Penerima
TXT0820,Sasaran Penerima
TXT0821,Anggaran
TXT0822,Sasaran Penerima
TXT0823,Lainnya
TXT0824,Politik
TXT0825,Tata Kelola
TXT0826,Kualitas Pangan
TXT0827,Sasaran Penerima
TXT0828,Anggaran
TXT0829,Sasaran Penerima
TXT0830,Anggaran
TXT0831,Politik
TXT0832,Kualitas Pangan
TXT0833,Tata Kelola
TXT0834,Anggaran
TXT0835,Lainnya
TXT0836,Anggaran
TXT0837,Anggaran
TXT0838,Kualitas Pangan
TXT0839,Sasaran Penerima
TXT0840,Ekonomi
TXT0841,Lainnya
TXT0842,Distribusi
TXT0843,Lainnya
TXT0844,Kualitas Pangan
TXT0845,Lainnya
TXT0846,Ekonomi
TXT0847,Tata Kelola
TXT0848,Ekonomi
TXT0849,Anggaran
TXT0850,Anggaran
TXT0851,Lainnya
TXT0852,Distribusi
TXT0853,Anggaran
TXT0854,Distribusi
TXT0855,Politik
TXT0856,Sasaran Penerima
TXT0857,Tata Kelola
TXT0858,Ekonomi
TXT0859,Sasaran Penerima
TXT0860,Kualitas Pangan
TXT0861,Politik
TXT0862,Sasaran Penerima
TXT0863,Distribusi
TXT0864,Lainnya
TXT0865,Kualitas Pangan
TXT0866,Kualitas Pangan
TXT0867,Lainnya
TXT0868,Distribusi
TXT0869,Distribusi
TXT0870,Sasaran Penerima
TXT0871,Anggaran
TXT0872,Sasaran Penerima
TXT0873,Tata Kelola
TXT0874,Lainnya
TXT0875,Tata Kelola
TXT0876,Kualitas Pangan
TXT0877,Ekonomi
TXT0878,Distribusi
TXT0879,Anggaran
TXT0880,Tata Kelola
TXT0881,Sasaran Penerima
TXT0882,Anggaran
TXT0883,Sasaran Penerima
TXT0884,Anggaran
TXT0885,Kualitas Pangan
TXT0886,Anggaran
TXT0887,Kualitas Pangan
TXT0888,Sasaran Penerima
TXT0889,Anggaran
TXT0890,Politik
TXT0891,Sasaran Penerima
TXT0892,Politik
TXT0893,Kualitas Pangan
TXT0894,Tata Kelola
TXT0895,Lainnya
TXT0896,Distribusi
TXT0897,Politik
TXT0898,Kualitas Pangan
TXT0899,Distribusi
TXT0900,Tata Kelola
TXT0901,Kualitas Pangan
TXT0902,Distribusi
TXT0903,Distribusi
TXT0904,Distribusi
TXT0905,Kualitas Pangan
TXT0906,Kualitas Pangan
TXT0907,Politik
TXT0908,Distribusi
TXT0909,Kualitas Pangan
TXT0910,Sasaran Penerima
TXT0911,Politik
TXT0912,Anggaran
TXT0913,Kualitas Pangan
TXT0914,Kualitas Pangan
TXT0915,Sasaran Penerima
TXT0916,Sasaran Penerima
TXT0917,Kualitas Pangan
TXT0918,Lainnya
TXT0919,Tata Kelola
TXT0920,Lainnya
TXT0921,Sasaran Penerima
TXT0922,Politik
TXT0923,Politik
TXT0924,Politik
TXT0925,Politik
TXT0926,Politik
TXT0927,Sasaran Penerima
TXT0928,Kualitas Pangan
TXT0929,Lainnya
TXT0930,Anggaran
TXT0931,Anggaran
TXT0932,Tata Kelola
TXT0933,Distribusi
TXT0934,Kualitas Pangan
TXT0935,Distribusi
TXT0936,Tata Kelola
TXT0937,Politik
TXT0938,Politik
TXT0939,Distribusi
TXT0940,Sasaran Penerima
TXT0941,Tata Kelola
TXT0942,Tata Kelola
TXT0943,Politik
TXT0944,Kualitas Pangan
TXT0945,Distribusi
TXT0946,Anggaran
TXT0947,Kualitas Pangan
TXT0948,Anggaran
TXT0949,Politik
TXT0950,Distribusi
TXT0951,Distribusi
TXT0952,Distribusi
TXT0953,Sasaran Penerima
TXT0954,Politik
TXT0955,Anggaran
TXT0956,Kualitas Pangan
TXT0957,Kualitas Pangan
TXT0958,Anggaran
TXT0959,Anggaran
TXT0960,Ekonomi
TXT0961,Ekonomi
TXT0962,Kualitas Pangan
TXT0963,Anggaran
TXT0964,Kualitas Pangan
TXT0965,Kualitas Pangan
TXT0966,Anggaran
TXT0967,Distribusi
TXT0968,Kualitas Pangan
TXT0969,Lainnya
TXT0970,Tata Kelola
TXT0971,Sasaran Penerima
TXT0972,Sasaran Penerima
TXT0973,Distribusi
TXT0974,Politik
TXT0975,Lainnya
TXT0976,Anggaran
TXT0977,Sasaran Penerima
TXT0978,Anggaran
TXT0979,Distribusi
TXT0980,Politik
TXT0981,Kualitas Pangan
TXT0982,Distribusi
TXT0983,Sasaran Penerima
TXT0984,Kualitas Pangan
TXT0985,Distribusi
TXT0986,Sasaran Penerima
TXT0987,Lainnya
TXT0988,Anggaran
TXT0989,Sasaran Penerima
TXT0990,Tata Kelola
TXT0991,Anggaran
TXT0992,Kualitas Pangan
TXT0993,Anggaran
TXT0994,Lainnya
TXT0995,Distribusi
TXT0996,Politik
TXT0997,Distribusi
TXT0998,Ekonomi
TXT0999,Anggaran
TXT1000,Anggaran
TXT1001,Anggaran
TXT1002,Anggaran
TXT1003,Politik
TXT1004,Lainnya
TXT1005,Tata Kelola
TXT1006,Kualitas Pangan
TXT1007,Distribusi
TXT1008,Anggaran
TXT1009,Kualitas Pangan
TXT1010,Tata Kelola
TXT1011,Anggaran
TXT1012,Politik
TXT1013,Distribusi
TXT1014,Anggaran
TXT1015,Anggaran
TXT1016,Kualitas Pangan
TXT1017,Lainnya
TXT1018,Sasaran Penerima
TXT1019,Lainnya
TXT1020,Tata Kelola
TXT1021,Politik
TXT1022,Distribusi
TXT1023,Ekonomi
TXT1024,Sasaran Penerima
TXT1025,Distribusi
TXT1026,Kualitas Pangan
TXT1027,Politik
TXT1028,Distribusi
TXT1029,Tata Kelola
TXT1030,Tata Kelola
TXT1031,Kualitas Pangan
TXT1032,Sasaran Penerima
TXT1033,Politik
TXT1034,Kualitas Pangan
TXT1035,Kualitas Pangan
TXT1036,Kualitas Pangan
TXT1037,Kualitas Pangan
TXT1038,Politik
TXT1039,Kualitas Pangan
TXT1040,Lainnya
TXT1041,Lainnya
TXT1042,Lainnya
TXT1043,Distribusi
TXT1044,Distribusi
TXT1045,Lainnya
TXT1046,Lainnya
TXT1047,Lainnya
TXT1048,Distribusi
TXT1049,Tata Kelola
TXT1050,Kualitas Pangan
